Nr;Kod stacji;Kod mi©dzynarodowy;Nazwa stacji;Stary Kod stacji;Data uruchomienia;Data zamkni©cia;Typ stacji;Typ obszaru;Rodzaj stacji;Wojew¢dztwo;MiejscowoòÜ;Ulica;WGS84 ? N;WGS84 ? E
377;LdZloczeWSSEMWieluns;;Zàoczew-Wielu‰ksa(szkoàa);LdZloczeWSSEMWieluns;01.01.2003;31.12.2003;tào;miejski;w budynku;ù‡DZKIE;Zàoczew;ul. Wielu‰ska;51.406944;18.610833
378;LuDrezdeWSSE;PL0376A;WSSE - Drezdenko;LuDrezdeWSSE;01.05.2002;31.12.2009;tào;miejski;w budynku;LUBUSKIE;Drezdenko;ul. Chrobrego 11;52.839167;15.835578
379;LuGorzKosGdy;PL0209A;Gorz¢w Wlkp. ul. Kosynier¢w Gdy‰skich;LuGorzowWIOS_AUT;01.01.2005;;tào;miejski;kontenerowa stacjonarna;LUBUSKIE;Gorz¢w Wielkopolski;ul. Kosynier¢w Gdy‰skich;52.738214;15.228667
380;LuGorzowWSSE_1;PL0272A;WSSE - Gorz¢w ul. Borowskiego;LuGorzowWSSE_1;01.01.2003;31.12.2009;tào;miejski;w budynku;LUBUSKIE;Gorz¢w Wielkopolski;ul. Borowskiego 28;52.737222;15.232222
381;LuGorzowWSSE_5;PL0377A;WSSE - Gorz¢w ul. Mickiewicza;LuGorzowWSSE_5;01.02.1988;31.12.2009;tào;miejski;w budynku;LUBUSKIE;Gorz¢w Wielkopolski;ul. Mickiewicza;52.739722;15.230000
382;LuGorzowWSSE_6;PL0378A;WSSE - Gorz¢w ul. Wr¢blewskiego;LuGorzowWSSE_6;01.04.2003;31.12.2009;tào;miejski;w budynku;LUBUSKIE;Gorz¢w Wielkopolski;ul. Wr¢blewskiego;52.754722;15.241944
383;LuGorzPilsud;PL0492A;Gorz¢w Wlkp. ul. Piàsudskiego;LuGorzowWIOS_MAN;08.01.2010;;tào;miejski;wolnostoj•cy pobornik pyàu;LUBUSKIE;Gorz¢w Wielkopolski;ul. Piàsudskiego;52.747044;15.246294
384;LuMiedzyWSSE;PL0379A;WSSE - Mi©dzyrzecz;LuMiedzyWSSE;01.01.1992;31.12.2009;tào;miejski;w budynku;LUBUSKIE;Mi©dzyrzecz;ul. Centrum 16;52.442778;15.581389
385;LuNowaSolMOB;PL0752A;Nowa S¢l, ul. T. Koòciuszki;LuNowaSolMOB;05.12.2018;31.12.2019;tào;miejski;mobilna;LUBUSKIE;Nowa S¢l;T. Koòciuszki 26;51.808662;15.708193
386;LuNowasoWSSE;PL0380A;WSSE - Nowa S¢l;LuNowasoWSSE;03.01.1990;31.12.2008;tào;miejski;w budynku;LUBUSKIE;Nowa S¢l;ul. Wojska Polskiego 11;51.802500;15.715014
387;LuSlubWIOS_AUT;PL0210A;Sàubice ul. Woj Pol;LuSlubWIOS_AUT;01.01.2005;31.12.2010;tào;miejski;kontenerowa stacjonarna;LUBUSKIE;Sàubice;ul. Wojska Polskiego;52.355833;14.564167
388;LuSlubWSSE;PL0381A;WSSE - Sàubice;LuSlubWSSE;01.02.1988;31.12.2009;tào;miejski;w budynku;LUBUSKIE;Sàubice;ul. Mickiewicza 4;52.350278;14.557222
389;LuSmolBytnic;PL0211A;Smolary Bytnickie;LuSmobytWIOS_AUT;01.01.2005;;tào;pozamiejski;kontenerowa stacjonarna;LUBUSKIE;Smolary Bytnickie;Smolary Bytnickie 45A;52.172222;15.206667
390;LuSulecDudka;PL0575A;Sul©cin ul. Dudka;LuSulecWIOS_MOB;26.01.2011;;tào;miejski;kontenerowa stacjonarna;LUBUSKIE;Sul©cin;ul. Dudka;52.437722;15.122444
391;LuSuleciWSSE;PL0382A;WSSE - Sul©cin;LuSuleciWSSE;02.01.1992;31.12.2009;tào;miejski;w budynku;LUBUSKIE;Sul©cin;ul. Magazynowa;52.449722;15.116944
392;LuSwieboWIOS_MOB;PL0383A;ówiebodzin, ul. ù•ki Zamkowe;LuSwieboWIOS_MOB;07.01.2008;14.01.2009;tào;miejski;mobilna;LUBUSKIE;ówiebodzin;ul. ù•ki Zamkowe;52.247778;15.534722
393;LuSwieboWSSE;PL0384A;WSSE - ówiebodzin;LuSwieboWSSE;25.05.1990;31.12.2009;tào;miejski;w budynku;LUBUSKIE;ówiebodzin;ul. 1 Maja 10;52.251111;15.531667
394;LuWsKaziWiel;PL0212A;Wschowa ul. Kazimierza Wielkiego;LuWschowWIOS_AUT;01.01.2005;;tào;miejski;kontenerowa stacjonarna;LUBUSKIE;Wschowa;ul. Kazimierza Wielkiego;51.799722;16.317500
395;LuZaganWSSE;PL0385A;WSSE - Ωaga‰;LuZaganWSSE;14.01.1991;31.12.2009;tào;miejski;w budynku;LUBUSKIE;Ωaga‰;ul. Szprotawska 25A;51.612500;15.328889
396;LuZarySzyman;PL0591A;Ωary, ul. Szymanowskiego 8;LuZaryWIOS_AUT;01.09.2012;;tào;miejski;kontenerowa stacjonarna;LUBUSKIE;Ωary;ul. Szymanowskiego 8;51.642656;15.127808
397;LuZaryWIOS_MAN;PL0513A;Ωary ul. Podchor•æych;LuZaryWIOS_MAN;01.01.2010;31.12.2010;tào;miejski;w budynku;LUBUSKIE;Ωary;ul. Podchor•æych;51.639900;15.136131
398;LuZaryWIOS_MOB;PL0514A;Ωary ul. Chopina;LuZaryWIOS_MOB;26.01.2010;31.12.2010;tào;miejski;mobilna;LUBUSKIE;Ωary;ul. Chopina;51.641500;15.127500
399;LuZaryWSSE;PL0386A;WSSE - Ωary;LuZaryWSSE;01.06.1998;31.12.2009;tào;miejski;w budynku;LUBUSKIE;Ωary;ul. Podchor•æych 23a;51.640000;15.135556
400;LuZaryWSSE_2;PL0387A;WSSE - Ωary ul. 1Maja;LuZaryWSSE_2;01.01.2006;31.12.2009;tào;miejski;BRAK DANYCH;LUBUSKIE;Ωary;ul. 1 Maja;51.634444;15.141111
401;LuZgoraWSSE_1;PL0388A;WSSE - Zielona G¢ra ul. Jasna;LuZgoraWSSE_1;12.03.1989;31.12.2009;tào;miejski;w budynku;LUBUSKIE;Zielona G¢ra;ul. Jasna 10;51.930000;15.503056
402;LuZielKrotka;PL0213A;Zielona G¢ra ul. Kr¢tka;LuZgoraWIOS_AUT;01.01.2005;;tào;miejski;kontenerowa stacjonarna;LUBUSKIE;Zielona G¢ra;ul. Kr¢tka;51.939783;15.518861
403;MpAndrycWSSEKrak1801;;Andrych¢w Krakowska;MpAndrycWSSEKrak1801;01.01.2001;31.12.2009;tào;miejski;w budynku;MAùOPOLSKIE;Andrych¢w;ul. Krakowska 86;49.853333;19.340556
404;MpBochKonfed;PL0549A;Bochnia, ul. Konfederat¢w Barskich;MpBochniWIOSKBar0106;01.01.2011;;tào;miejski;wolnostoj•cy pobornik pyàu;MAùOPOLSKIE;Bochnia;ul. Konfederat¢w Barskich;49.969017;20.439511
405;MpBochniWSSEKazi0104;PL0302A;Bochnia Kazimierza Wielkiego 67;MpBochniWSSEKazi0104;01.01.2003;31.12.2008;tào;miejski;w budynku;MAùOPOLSKIE;Bochnia;ul. Kazimierza Wielkiego 67;49.959167;20.420556
406;MpBochniWSSEKons0105;PL0389A;Bochnia Kostytucji 3 Maja Nr 5;MpBochniWSSEKons0105;01.01.2004;31.12.2010;tào;miejski;BRAK DANYCH;MAùOPOLSKIE;Bochnia;ul. Kostytucji 3 Maja Nr 5;49.972778;20.428056
407;MpBochniWSSESoln0102;;Bochnia Solna;MpBochniWSSESoln0102;01.01.2003;31.12.2003;tào;miejski;BRAK DANYCH;MAùOPOLSKIE;Bochnia;ul. Solna;49.970000;20.432222
408;MpBrzeskWIOSWiej0202;PL0626A;Brzesko, ul. Wiejska;MpBrzeskWIOSWiej0202;01.01.2014;31.12.2014;tào;miejski;mobilna;MAùOPOLSKIE;Brzesko;ul. Wiejska;49.975953;20.603222
409;MpBrzeskWSSEGlow0201;PL0390A;Brzesko Gàowackiego;MpBrzeskWSSEGlow0201;01.01.2001;31.12.2008;tào;miejski;w budynku;MAùOPOLSKIE;Brzesko;ul. Gàowackiego 51;49.967500;20.607783
410;MpBrzeszKosc;PL0668A;Brzeszcze, ul. Koòcielna;MpBrzeszKosc;01.01.2017;17.01.2018;tào;miejski;kontenerowa stacjonarna;MAùOPOLSKIE;Brzeszcze;Koòcielna;49.966667;19.146061
411;MpBukowKolejMOB;PL0612A;Bukowno, ul. Kolejowa;MpBukownWIOSKole1206;01.01.2015;31.12.2015;tào;miejski;mobilna;MAùOPOLSKIE;Bukowno;ul. Kolejowa;50.266239;19.462286
412;MpChrzanWSSEGrzy0301;PL0303A;Chrzan¢w Grzybowskiego;MpChrzanWSSEGrzy0301;01.01.2001;31.12.2009;tào;miejski;w budynku;MAùOPOLSKIE;Chrzan¢w;ul. Grzybowskiego 7;50.136944;19.397222
413;MpChrzaPlTysMOB;PL0637A;Chrzan¢w, Pl. Tysi•clecia;MpChrzaPlTysMOB;01.01.2016;31.12.2016;tào;miejski;mobilna;MAùOPOLSKIE;Chrzan¢w;Pl. Tysi•clecia;50.144028;19.406556
414;MpDabrowWIOSZare0401;PL0627A;Dabrowa Tarnowska, ul. Zar©by;MpDabrowWIOSZare0401;01.01.2014;31.12.2014;tào;miejski;mobilna;MAùOPOLSKIE;D•browa Tarnowska;ul. Zar©by;50.177519;20.984028
415;MpDobczSzkolMOB;PL0638A;Dobczyce, ul. Szkolna;MpDobczSzkolMOB;01.01.2016;31.12.2016;tào;miejski;mobilna;MAùOPOLSKIE;Dobczyce;ul. Szkolna;49.881108;20.100819
416;MpDobrowWSSEPils0401;;D•browa Tarnowska Piàsudskiego;MpDobrowWSSEPils0401;01.01.2001;31.12.2004;tào;miejski;w budynku;MAùOPOLSKIE;D•browa Tarnowska;ul. Piàsudskiego 14;50.170833;20.983611
417;MpGorlicWSSELegi0501;PL0391A;Gorlice Legion¢w;MpGorlicWSSELegi0501;01.01.2001;31.12.2010;tào;miejski;w budynku;MAùOPOLSKIE;Gorlice;ul. Legion¢w 12;49.655000;21.156111
418;MpGorlKrasin;PL0478A;Gorlice, ul. Krasi‰skiego;MpGorlicWIOSKras0511;01.01.2009;;tào;miejski;wolnostoj•cy pobornik pyàu;MAùOPOLSKIE;Gorlice;ul. Krasi‰skiego;49.658889;21.163336
419;MpKalZebRyneMOB;PL0639A;Kalwaria Zebrzydowska, Rynek;MpKalZebRyneMOB;01.01.2016;31.12.2016;tào;miejski;mobilna;MAùOPOLSKIE;Kalwaria Zebrzydowska;Rynek;49.867344;19.676722
420;MpKaszowLisz;PL0640A;Kasz¢w;MpKaszowLisz;01.01.2016;;tào;podmiejski;kontenerowa stacjonarna;MAùOPOLSKIE;Kasz¢w;Bory;50.025028;19.726833
421;MpKetyWyspiaMOB;PL0613A;K©ty, ul. Wyspia‰skiego;MpKetyWIOSWysp1304;01.01.2015;31.12.2015;tào;miejski;mobilna;MAùOPOLSKIE;K©ty;ul. Wyspia‰skiego;49.876936;19.215600
422;MpKrakAlKras;PL0012A;Krak¢w, Aleja Krasi‰skiego;MpKrakowWIOSAKra6117;01.01.2003;;komunikacyjna;miejski;kontenerowa stacjonarna;MAùOPOLSKIE;Krak¢w;al. Krasi‰skiego;50.057678;19.926189
423;MpKrakBujaka;PL0501A;Krak¢w, ul. Bujaka;MpKrakowWIOSBuja6119;01.01.2010;;tào;miejski;kontenerowa stacjonarna;MAùOPOLSKIE;Krak¢w;ul. Bujaka;50.010575;19.949189
424;MpKrakBulwar;PL0039A;Krak¢w, ul. Bulwarowa;MpKrakowWIOSBulw6118;01.01.2003;;przemysàowa;miejski;kontenerowa stacjonarna;MAùOPOLSKIE;Krak¢w;ul. Bulwarowa;50.069308;20.053492
425;MpKrakDietla;PL0641A;Krak¢w, ul. Dietla;MpKrakDietla;01.01.2016;;komunikacyjna;miejski;kontenerowa stacjonarna;MAùOPOLSKIE;Krak¢w;ul. Dietla;50.057447;19.946008
426;MpKrakOsPias;PL0642A;Krak¢w, os. Piast¢w;MpKrakOsPias;01.01.2016;;tào;miejski;wolnostoj•cy pobornik pyàu;MAùOPOLSKIE;Krak¢w;os. Piast¢w;50.098508;20.018269
427;MpKrakowWIOSPrad6115;PL0038A;Krowodrza-Krak¢w, szpital Jana Pawàa II;MpKrakowWIOSPrad6115;01.01.2003;28.02.2010;tào;miejski;kontenerowa stacjonarna;MAùOPOLSKIE;Krak¢w;ul. Pr•dnicka;50.087500;19.926111
428;MpKrakowWSSEKapi6108;PL0392A;Krak¢w Swoszowice K•pielowa;MpKrakowWSSEKapi6108;01.01.2003;31.12.2009;tào;miejski;w budynku;MAùOPOLSKIE;Krak¢w;ul. Swoszowice K•pielowa 70;49.991667;19.935000
429;MpKrakowWSSEPrad6102;;Krakow Pradnicka 76;MpKrakowWSSEPrad6102;01.01.2003;31.12.2004;tào;miejski;w budynku;MAùOPOLSKIE;Krak¢w;ul. Pr•dnicka 76;50.087500;19.938056
430;MpKrakowWSSERPod6113;;Krak¢w Rynek Podg¢rski;MpKrakowWSSERPod6113;01.01.2001;31.12.2004;tào;miejski;w budynku;MAùOPOLSKIE;Krak¢w;ul. Rynek Podg¢rski;50.040000;19.943333
431;MpKrakSwoszo;PL0735A;Krak¢w, os. Swoszowice;MpKrakSwoszo;01.01.2019;;tào;miejski;wolnostoj•cy pobornik pyàu;MAùOPOLSKIE;Krak¢w;Lusi‰ska;49.991442;19.936792
432;MpKrakTelime;PL0669A;Krak¢w, ul. Telimeny;MpKrakTelime;01.01.2017;01.06.2018;tào;miejski;wolnostoj•cy pobornik pyàu;MAùOPOLSKIE;Krak¢w;ul. Telimeny 9;50.019036;20.016822
433;MpKrakWadow;PL0670A;Krak¢w, os. Wad¢w;MpKrakWadow;01.01.2017;;przemysàowa;miejski;kontenerowa stacjonarna;MAùOPOLSKIE;Krak¢w;Wad¢w;50.100569;20.122561
434;MpKrakZloRog;PL0643A;Krak¢w, ul. Zàoty R¢g;MpKrakZloRog;01.01.2016;;tào;miejski;wolnostoj•cy pobornik pyàu;MAùOPOLSKIE;Krak¢w;Zàoty R¢g;50.081197;19.895358
435;MpKrynicDiet;PL0743A;Krynica, ul. Bulwary Dietla;MpKrynicDiet;01.01.2019;;tào;miejski;mobilna;MAùOPOLSKIE;Krynica-Zdr¢j;Bulwary Dietla;49.416978;20.956147
436;MpKrynicWIOSNowo1008;PL0479A;Krynica Nowotarskiego;MpKrynicWIOSNowo1008;01.01.2009;31.12.2009;tào;miejski;mobilna;MAùOPOLSKIE;Krynica-Zdr¢j;ul. Nowotarskiego;49.417778;20.957500
437;MpKrynicWIOSPark1009;PL0515A;Krynica, ul. Park Sportowy;MpKrynicWIOSPark1009;01.01.2010;31.12.2010;tào;miejski;mobilna;MAùOPOLSKIE;Krynica-Zdr¢j;ul. Park Sportowy;49.427533;20.951200
438;MpKrynicWSSENowo1002;;Krynica Nowotarskiego RWM;MpKrynicWSSENowo1002;01.01.2005;31.12.2008;tào;miejski;w budynku;MAùOPOLSKIE;Krynica;ul. Nowotarskiego RWM;-999;-999
439;MpKrzeszWIOSKulc0605;;Krzeszowice Plac Kulczy‰skiego;MpKrzeszWIOSKulc0605;01.01.2002;31.12.2002;tào;miejski;BRAK DANYCH;MAùOPOLSKIE;Krzeszowice;pl. Kulczy‰skiego 1;-999;-999
440;MpLimanoBoleMOB;PL0614A;Limanowa, ul. Matki Boæej Bolesnej;MpLimanoWIOSMBBo0706;01.01.2015;31.12.2015;tào;miejski;mobilna;MAùOPOLSKIE;Limanowa;Zygmunta Augusta;49.698525;20.424119
441;MpMaPodhWIOSKosc1508;PL0117A;Mak¢w Podhala‰ski;MpMaPodhWIOSKosc1508;15.12.2004;31.12.2010;tào;miejski;kontenerowa stacjonarna;MAùOPOLSKIE;Mak¢w Podhala‰ski;ul. Koòciuszki 5;49.730278;19.681389
442;MpMiechoWIOSKono0802;PL0628A;Miech¢w, ul. Konopnickiej;MpMiechoWIOSKono0802;01.01.2014;31.12.2014;tào;miejski;mobilna;MAùOPOLSKIE;Miech¢w;ul. Konopnickiej;50.360036;20.038672
443;MpMiechoWIOSKsSk0801;;Miech¢w Ksi©dza Skorupki;MpMiechoWIOSKsSk0801;01.01.2002;31.12.2003;tào;miejski;w budynku;MAùOPOLSKIE;Miech¢w;ul. Ksi©dza Skorupki 5;50.354722;20.024722
444;MpMuszynKity;PL0685A;Muszyna, ul. A. Kity 17;MpMuszynKity;01.01.2017;17.01.2018;tào;miejski;kontenerowa stacjonarna;MAùOPOLSKIE;Muszyna;ul. A. Kity;49.354447;20.894361
445;MpMuszynKityMOB;PL0644A;Muszyna, ul. Kity;MpMuszynKityMOB;01.01.2016;31.12.2016;tào;miejski;mobilna;MAùOPOLSKIE;Muszyna;ul. Kity;49.354464;20.894375
446;MpMuszynWSSERyne1001;PL0393A;Muszyna Rynek 14 Szkoàa Podst.;MpMuszynWSSERyne1001;01.01.2001;31.12.2009;tào;miejski;w budynku;MAùOPOLSKIE;Muszyna;ul. Rynek 14;49.353611;20.891944
447;MpMuszynZloc;PL0693A;Muszyna Zàockie;MpMuszynZloc;01.01.2018;31.12.2018;tào;pozamiejski;mobilna;MAùOPOLSKIE;Zàockie;Zàockie 79;49.374147;20.879581
448;MpMyslenWIOSKazi0901;;Myslenice Kazimierza Wielkiego;MpMyslenWIOSKazi0901;01.01.2002;31.12.2002;tào;miejski;BRAK DANYCH;MAùOPOLSKIE;Myòlenice;ul. Kazimierza Wielkiego 199;-999;-999
449;MpMyslenWIOSKosc0902;;Myòlenice Koòciuszki;MpMyslenWIOSKosc0902;01.01.2002;31.12.2003;tào;miejski;w budynku;MAùOPOLSKIE;Myòlenice;ul. Koòciuszki 16;49.826667;19.936389
450;MpMyslenWIOSRyne0905;;Mobilna Myòlenice Rynek;MpMyslenWIOSRyne0905;09.08.2004;30.10.2004;tào;miejski;mobilna;MAùOPOLSKIE;Myòlenice;ul. Rynek;49.835000;19.938056
451;MpMyslenWIOSRyne0906;PL0118A;Myòlenice Rynek;MpMyslenWIOSRyne0906;16.12.2004;31.12.2008;tào;miejski;kontenerowa stacjonarna;MAùOPOLSKIE;Myòlenice;ul. Rynek;49.835000;19.938056
452;MpMysleRynekMOB;PL0615A;Myòlenice, Rynek;MpMyslenWIOSRyne0907;01.01.2015;31.12.2015;tào;miejski;mobilna;MAùOPOLSKIE;Myòlenice;Rynek;49.834922;19.938114
453;MpNiepo3Maja;PL0125A;Niepoàomice, ul. 3 Maja;MpWielicWIOSNiep1904;01.01.2003;;tào;miejski;wolnostoj•cy pobornik pyàu;MAùOPOLSKIE;Niepoàomice;ul. 3 Maja;50.035117;20.212689
454;MpNiepolWIOSRyne1907;;Niepoàomice Rynek mobilna;MpNiepolWIOSRyne1907;01.01.2006;31.01.2007;tào;miejski;mobilna;MAùOPOLSKIE;Niepoàomice;ul. Rynek;-999;-999
455;MpNoSaczNadb;PL0550A;Nowy S•cz, ul. Nadbrzeæna;MpNSaczWIOSNadb6205;01.09.2010;;tào;miejski;kontenerowa stacjonarna;MAùOPOLSKIE;Nowy S•cz;ul. Nadbrzeæna;49.619281;20.714403
456;MpNoSaczWSSENawo17a;;Nowy S•cz Nawojowska 17a;MpNoSaczWSSENawo17a;01.01.2004;31.12.2004;tào;miejski;w budynku;MAùOPOLSKIE;Nowy S•cz;ul. Nawojowska 17a;49.613889;20.704444
457;MpNoTargPSlo;PL0671A;Nowy Targ, Plac Sàowackiego;MpNoTargPSlo;21.03.2016;;tào;miejski;kontenerowa stacjonarna;MAùOPOLSKIE;Nowy Targ;Plac Sàowackiego;49.483597;20.028992
458;MpNoTargWSSESzaf1102;PL0304A;Nowy Targ Szaflarska;MpNoTargWSSESzaf1102;01.01.2001;31.12.2009;tào;miejski;BRAK DANYCH;MAùOPOLSKIE;Nowy Targ;ul. Szaflarska;49.474444;20.025833
459;MpNowyTaWIOSPows1114;PL0629A;Nowy Targ, ul. Powsta‰c¢w;MpNowyTaWIOSPows1114;01.01.2014;31.12.2014;tào;miejski;mobilna;MAùOPOLSKIE;Nowy Targ;ul. Powsta‰c¢w;49.476097;20.026881
460;MpNSaczWIOSPija6204;PL0119A;Nowy S•cz, Pijarska;MpNSaczWIOSPija6204;20.08.2003;30.09.2010;tào;miejski;kontenerowa stacjonarna;MAùOPOLSKIE;Nowy S•cz;ul. Pijarska;49.627222;20.688333
461;MpNSaczWSSETarn6202;PL0305A;Nowy S•cz Tarnowska 28;MpNSaczWSSETarn6202;01.01.2004;31.12.2009;tào;miejski;w budynku;MAùOPOLSKIE;Nowy S•cz;ul. Tarnowska 28;49.635278;20.693056
462;MpOlkuCegiel;PL0754A;Olkusz, ul. Cegielniana;MpOlkuCegiel;01.01.2019;;tào;miejski;wolnostoj•cy pobornik pyàu;MAùOPOLSKIE;Olkusz;Cegielniana;50.284000;19.564044
463;MpOlkuFrNull;PL0306A;Olkusz, ul. Francesco Nullo;MpOlkuszWIOSNull1205;01.04.2003;16.04.2018;tào;miejski;kontenerowa stacjonarna;MAùOPOLSKIE;Olkusz;ul. Francesco Nullo;50.277569;19.569869
464;MpOswiecBema;PL0694A;Oòwi©cim, ul. J. Bema;MpOswiecBema;01.01.2018;;tào;miejski;kontenerowa stacjonarna;MAùOPOLSKIE;Oòwi©cim;J. Bema;50.033083;19.245275
465;MpOswiecWIOSSnia1302;PL0630A;Oòwi©cim, ul. óniadeckiego;MpOswiecWIOSSnia1302;01.01.2014;31.12.2014;tào;miejski;mobilna;MAùOPOLSKIE;Oòwi©cim;ul. óniadeckiego;50.035447;19.239331
466;MpOswiecWIOSSnia1304;;Oòwi©cim mobilna;MpOswiecWIOSSnia1304;01.01.2005;31.12.2008;tào;miejski;mobilna;MAùOPOLSKIE;Oòwi©cim;ul. óniadeckiego;50.034167;19.245278
467;MpOswiecWSSEWiez1301;PL0307A;Oòwi©cim Wi©´ni¢w Oòwi©cimia;MpOswiecWSSEWiez1301;01.01.2001;31.12.2009;tào;miejski;w budynku;MAùOPOLSKIE;Oòwi©cim;ul. Wi©´ni¢w Oòwi©cimia 1;50.034167;19.200556
468;MpPiwnicWSSERyne1004;;Piwniczna Rynek 2;MpPiwnicWSSERyne1004;08.03.2004;31.12.2005;tào;miejski;w budynku;MAùOPOLSKIE;Piwniczna;ul. Rynek 2;49.437500;20.708611
469;MpPiwnZdrojoMOB;PL0645A;Piwniczna-Zdr¢j, ul. Zdrojowa;MpPiwnZdrojoMOB;01.01.2016;31.12.2016;tào;miejski;mobilna;MAùOPOLSKIE;Piwniczna;ul. Zdrojowa;49.444056;20.719889
470;MpProszoWIOS3Maj1402;;Proszowice UmiG;MpProszoWIOS3Maj1402;01.01.2002;31.12.2003;tào;miejski;w budynku;MAùOPOLSKIE;Proszowice;ul. 3 maja 72;50.188056;20.290000
471;MpProszWIOSKrol1404;PL0120A;Proszowice, ul. Kr¢lewska;MpProszWIOSKrol1404;16.12.2004;31.12.2014;tào;miejski;wolnostoj•cy pobornik pyàu;MAùOPOLSKIE;Proszowice;ul. Kr¢lewska 72;50.192181;20.299711
472;MpRabkaOrkan;PL0672A;Rabka-Zdr¢j, ul. Orkana;MpRabkaOrkan;01.01.2017;;tào;miejski;wolnostoj•cy pobornik pyàu;MAùOPOLSKIE;Rabka-Zdr¢j;Orkana;49.608647;19.966008
473;MpRabkaWIOSChop1113;PL0631A;Rabka-Zdr¢j, ul. Chopina;MpRabkaWIOSChop1113;01.01.2014;31.12.2014;tào;miejski;mobilna;MAùOPOLSKIE;Rabka-Zdr¢j;ul. Chopina;49.608753;19.965894
474;MpRabkaWIOSRudn1112;PL0480A;Rabka ul. Rudnika;MpRabkaWIOSRudn1112;01.01.2009;31.12.2009;tào;miejski;mobilna;MAùOPOLSKIE;Rabka-Zdr¢j;ul. prof. Rudnika;49.603611;19.967500
475;MpRabkaWSSEOrka1105;;Rabka Orkana;MpRabkaWSSEOrka1105;01.01.2004;31.01.2007;tào;miejski;w budynku;MAùOPOLSKIE;Rabka-Zdr¢j;ul. Orkana 28;-999;-999
476;MpSkawOsOgro;PL0273A;Skawina, os. Ogrody;MpSkawinWIOSOsie0606;01.01.2003;;tào;miejski;kontenerowa stacjonarna;MAùOPOLSKIE;Skawina;os. Ogrody;49.971047;19.830422
477;MpSlomWolnosMOB;PL0616A;Sàomniki, ul. Wolnoòci;MpSlomniWIOSWoln0611;01.01.2015;31.12.2015;tào;miejski;mobilna;MAùOPOLSKIE;Sàomniki;ul. Wolnoòci;50.243442;20.082194
478;MpSuchaBWIOSHand1512;PL0551A;Sucha Beskidzka, ul. Handlowa;MpSuchaBWIOSHand1512;16.09.2011;31.12.2014;tào;miejski;kontenerowa stacjonarna;MAùOPOLSKIE;Sucha Beskidzka;ul. Handlowa;49.740644;19.588325
479;MpSuchaNiesz;PL0646A;Sucha Beskidzka, ul. Nieszczy‰skiej;MpSuchaNiesz;10.06.2017;;tào;miejski;kontenerowa stacjonarna;MAùOPOLSKIE;Sucha Beskidzka;ul. Nieszczy‰skiej;49.743131;19.600339
480;MpSuchaWIOSBeni1501;;Sucha Beskidzka Beniowskiego;MpSuchaWIOSBeni1501;01.01.2002;31.12.2002;tào;miejski;BRAK DANYCH;MAùOPOLSKIE;Sucha Beskidzka;ul. Beniowskiego 2;-999;-999
481;MpSuchaWIOSMick1502;;Sucha Beskidzka Mickiewicza LOK;MpSuchaWIOSMick1502;01.01.2003;31.12.2003;tào;miejski;w budynku;MAùOPOLSKIE;Sucha Beskidzka;ul. Miskiewicza 9;49.738333;19.592778
482;MpSuchSemika;PL0617A;Sucha Beskidzka, ul. Semika;MpSuchaBWIOSSemi1513;01.01.2015;31.12.2015;tào;miejski;kontenerowa stacjonarna;MAùOPOLSKIE;Sucha Beskidzka;ul. Semika;49.740711;19.592275
483;MpSzarowSpok;PL0618A;Szar¢w, ul. Spokojna;MpSzarowWIOS1909;04.05.2015;;tào;podmiejski;kontenerowa stacjonarna;MAùOPOLSKIE;Szar¢w;ul. Spokojna;50.007500;20.259167
484;MpSzarowWIOS1901;;Szar¢w1901;MpSzarowWIOS1901;01.01.2002;31.12.2002;tào;podmiejski;BRAK DANYCH;MAùOPOLSKIE;Szar¢w;ul. Szar¢w 241;-999;-999
485;MpSzarowWIOS1908;PL0487A;Szar¢w;MpSzarowWIOS1908;01.01.2009;31.12.2015;tào;podmiejski;w budynku;MAùOPOLSKIE;Szar¢w;;50.007014;20.258475
486;MpSzczawJanaMOB;PL0619A;Szczawnica, ul. Jana Wiktora;MpSzczawWIOSSzal1116;01.01.2015;31.12.2015;tào;miejski;mobilna;MAùOPOLSKIE;Szczawnica;ul. Jana Wiktora;49.425886;20.484947
487;MpSzymbaGorl;PL0121A;Szymbark;MpSzymbaWIOS0507;01.11.2004;;tào;pozamiejski;kontenerowa stacjonarna;MAùOPOLSKIE;Szymbark;Szymbark 430;49.633714;21.116833
488;MpTarBitStud;PL0502A;Tarn¢w, ul. Bitwy pod Studziankami;MpTarnowWIOSBitw6304;01.01.2010;;tào;miejski;kontenerowa stacjonarna;MAùOPOLSKIE;Tarn¢w;ul. Bitwy pod Studziankami;50.020169;21.004167
489;MpTarnowWIOSSoli6303;PL0122A;Tarn¢w Al. Solidarnoòci;MpTarnowWIOSSoli6303;01.01.2001;31.12.2009;tào;miejski;kontenerowa stacjonarna;MAùOPOLSKIE;Tarn¢w;al. Solidarnoòci;50.016111;20.983611
490;MpTarnowWSSEMosc6301;;Tarn¢w ul.Moòcickiego 10;MpTarnowWSSEMosc6301;01.01.2001;31.12.2005;tào;miejski;kontenerowa stacjonarna;MAùOPOLSKIE;Tarn¢w;ul. Moòcickiego 10;50.006667;20.975278
